2, 59.5, 0.4

1, 59.9
2, 60.1
1, 60.3, 0.4

0, 60.7
1, 60.9
0, 61.1, 0.4

3, 61.5
0, 61.7
3, 61.9
0, 62.1
3, 62.3
0, 62.5
2, 62.7, 0.4

1, 63.1
2, 63.3
1, 63.5, 0.4

0, 63.9
1, 64.1
0, 64.3
2, 64.3

2, 64.7
1, 64.9
2, 65.1
3, 65.3
2, 65.5
1, 65.7
1, 65.9
3, 65.9

2, 66.3
1, 66.5
2, 66.7
3, 66.9
0, 67.1
1, 67.3
0, 67.5
2, 67.5

2, 67.9
1, 68.1
2, 68.3
3, 68.5
2, 68.7
1, 68.9
1, 69.1
3, 69.1

2, 69.5
1, 69.7
2, 69.9
3, 70.1
0, 70.3
1, 70.5
0, 70.7
2, 70.7

2, 71.1
1, 71.3
2, 71.5
3, 71.7
2, 71.9
1, 72.1
1, 72.3
3, 72.3

2, 72.7
1, 72.9
2, 73.1
3, 73.3
0, 73.5
1, 73.7
0, 73.9
2, 73.9

2, 74.3
1, 74.5
2, 74.7
3, 74.9
2, 75.1
1, 75.3
1, 75.5
3, 75.5

2, 75.9
1, 76.1
2, 76.3
3, 76.5
0, 76.7
1, 76.9
0, 77.1
2, 77.1

2, 77.5
1, 77.7
2, 77.9
3, 78.1
2, 78.3
1, 78.5
1, 78.7
3, 78.7

2, 79.1
1, 79.3
2, 79.5
3, 79.7
0, 79.9
1, 80.1
0, 80.3
2, 80.3

2, 80.7
1, 80.9
2, 81.1
3, 81.3
2, 81.5
1, 81.7
1, 81.9
3, 81.9

2, 82.3
1, 82.5
2, 82.7
3, 82.9
0, 83.1
1, 83.3
0, 83.5
2, 83.5

2, 83.9
1, 84.1
2, 84.3
3, 84.5
2, 84.7
1, 84.9
1, 85.1
3, 85.1

2, 85.5
1, 85.7
2, 85.9
3, 86.1
0, 86.3
1, 86.5
0, 86.7
2, 86.7

2, 87.1
1, 87.3
2, 87.5
3, 87.7
2, 87.9
1, 88.1
1, 88.3
3, 88.3

2, 88.7
1, 88.9
2, 89.1
3, 89.3
0, 89.5
1, 89.7
0, 89.9
2, 89.9

2, 90.3
1, 90.5
2, 90.7
3, 90.9
2, 91.1
1, 91.3
1, 91.5
3, 91.5

2, 91.9
1, 92.1
2, 92.3
3, 92.5
0, 92.7
1, 92.9
0, 93.1
2, 93.1

2, 93.5
1, 93.7
2, 93.9
3, 94.1
2, 94.3
1, 94.5
1, 94.7
3, 94.7

2, 95.1
1, 95.3
2, 95.5
3, 95.7
0, 95.9
1, 96.1
0, 96.3
2, 96.3

2, 96.7
1, 96.9
2, 97.1
3, 97.3
2, 97.5
1, 97.7
1, 97.9
3, 97.9

2, 98.3
1, 98.5
2, 98.7
3, 98.9
0, 99.1
1, 99.3
0, 99.5
2, 99.5
